3758	H3K27me2.Kc	3758_repset.16023714.smoothedM.wig.gz	/modencode/data/all_files/dmel-signal-3/3758_repset.16023714.smoothedM.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K27me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3758	H3K27me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3758.wiggle	H3K27me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3758wiggle;3758_repset.16023714.smoothedM.wiggle	H3K27me2		S2-DRSC	late Embryo	embryo		Gary Karpen
3760	H3K4me1.Kc	3760_1757.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3760_1757.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K4me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3760	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3760.wiggle	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3760wiggle;3760_1757.Mvalues.wiggle	H3K4me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3760	H3K4me1.Kc	3760_1770.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3760_1770.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K4me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3760	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3760.wiggle	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3760wiggle;3760_1770.Mvalues.wiggle	H3K4me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3760	H3K4me1.Kc	3760_1962_Kc4_H3K4me1-ab8895.1757.CEL.zip	/modencode/data/all_files/dmel-raw-3/3760_1962_Kc4_H3K4me1-ab8895.1757.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K4me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3760	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3760.CEL	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3760CEL;3760_1962_Kc4_H3K4me1-ab8895.1757.CEL	H3K4me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3760	H3K4me1.Kc	3760_1973_Kc11_H3K4Me1-Ab8895.1770.CEL.zip	/modencode/data/all_files/dmel-raw-3/3760_1973_Kc11_H3K4Me1-Ab8895.1770.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K4me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3760	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3760.CEL	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3760CEL;3760_1973_Kc11_H3K4Me1-Ab8895.1770.CEL	H3K4me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3760	H3K4me1.Kc	3760_pirrota_1956_Kc11_Input.1750.CEL.zip	/modencode/data/all_files/dmel-raw-3/3760_pirrota_1956_Kc11_Input.1750.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K4me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3760	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3760.CEL	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3760CEL;3760_pirrota_1956_Kc11_Input.1750.CEL	H3K4me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3760	H3K4me1.Kc	3760_pirrota_1961_Kc4_Input.1756.CEL.zip	/modencode/data/all_files/dmel-raw-3/3760_pirrota_1961_Kc4_Input.1756.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K4me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3760	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3760.CEL	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3760CEL;3760_pirrota_1961_Kc4_Input.1756.CEL	H3K4me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3760	H3K4me1.Kc	3760_repset.15303263.smoothedM.clusters.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/3760_repset.15303263.smoothedM.clusters.gff3.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K4me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3760	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3760.gff3	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3760gff3;3760_repset.15303263.smoothedM.clusters.gff3	H3K4me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3760	H3K4me1.Kc	3760_repset.15303263.smoothedM.wig.gz	/modencode/data/all_files/dmel-signal-3/3760_repset.15303263.smoothedM.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K4me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3760	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3760.wiggle	H3K4me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3760wiggle;3760_repset.15303263.smoothedM.wiggle	H3K4me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3761	H3K4me3 (ab8580 lot1).Kc	3761_1759.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3761_1759.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K4me3	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3761	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3761.wiggle	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3761wiggle;3761_1759.Mvalues.wiggle	H3K4me3		S2-DRSC	late Embryo	embryo		Gary Karpen
3761	H3K4me3 (ab8580 lot1).Kc	3761_1772.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3761_1772.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K4me3	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3761	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3761.wiggle	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3761wiggle;3761_1772.Mvalues.wiggle	H3K4me3		S2-DRSC	late Embryo	embryo		Gary Karpen
3761	H3K4me3 (ab8580 lot1).Kc	3761_1964_Kc4_H3K4me3-ab8580.1759.CEL.zip	/modencode/data/all_files/dmel-raw-3/3761_1964_Kc4_H3K4me3-ab8580.1759.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K4me3	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3761	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3761.CEL	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3761CEL;3761_1964_Kc4_H3K4me3-ab8580.1759.CEL	H3K4me3		S2-DRSC	late Embryo	embryo		Gary Karpen
3761	H3K4me3 (ab8580 lot1).Kc	3761_pirrota_1956_Kc11_Input.1750.CEL.zip	/modencode/data/all_files/dmel-raw-3/3761_pirrota_1956_Kc11_Input.1750.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K4me3	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3761	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3761.CEL	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3761CEL;3761_pirrota_1956_Kc11_Input.1750.CEL	H3K4me3		S2-DRSC	late Embryo	embryo		Gary Karpen
3761	H3K4me3 (ab8580 lot1).Kc	3761_pirrota_1961_Kc4_Input.1756.CEL.zip	/modencode/data/all_files/dmel-raw-3/3761_pirrota_1961_Kc4_Input.1756.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K4me3	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3761	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3761.CEL	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3761CEL;3761_pirrota_1961_Kc4_Input.1756.CEL	H3K4me3		S2-DRSC	late Embryo	embryo		Gary Karpen
3761	H3K4me3 (ab8580 lot1).Kc	3761_pirrota_1975_Kc11_H3K4me3-ab8580.1772.CEL.zip	/modencode/data/all_files/dmel-raw-3/3761_pirrota_1975_Kc11_H3K4me3-ab8580.1772.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K4me3	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3761	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3761.CEL	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3761CEL;3761_pirrota_1975_Kc11_H3K4me3-ab8580.1772.CEL	H3K4me3		S2-DRSC	late Embryo	embryo		Gary Karpen
3761	H3K4me3 (ab8580 lot1).Kc	3761_repset.15664090.smoothedM.clusters.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/3761_repset.15664090.smoothedM.clusters.gff3.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K4me3	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3761	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3761.gff3	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3761gff3;3761_repset.15664090.smoothedM.clusters.gff3	H3K4me3		S2-DRSC	late Embryo	embryo		Gary Karpen
3761	H3K4me3 (ab8580 lot1).Kc	3761_repset.15664090.smoothedM.wig.gz	/modencode/data/all_files/dmel-signal-3/3761_repset.15664090.smoothedM.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K4me3	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3761	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3761.wiggle	H3K4me3;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3761wiggle;3761_repset.15664090.smoothedM.wiggle	H3K4me3		S2-DRSC	late Embryo	embryo		Gary Karpen
3762	H3K79Me1.Kc	3762_1773.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3762_1773.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K79me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3762	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3762.wiggle	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3762wiggle;3762_1773.Mvalues.wiggle	H3K79me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3762	H3K79Me1.Kc	3762_1784.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3762_1784.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K79me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3762	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3762.wiggle	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3762wiggle;3762_1784.Mvalues.wiggle	H3K79me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3762	H3K79Me1.Kc	3762_1976_Kc11_H3K79Me1-ab2886.1773.CEL.zip	/modencode/data/all_files/dmel-raw-3/3762_1976_Kc11_H3K79Me1-ab2886.1773.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K79me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3762	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3762.CEL	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3762CEL;3762_1976_Kc11_H3K79Me1-ab2886.1773.CEL	H3K79me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3762	H3K79Me1.Kc	3762_pirrota_1956_Kc11_Input.1750.CEL.zip	/modencode/data/all_files/dmel-raw-3/3762_pirrota_1956_Kc11_Input.1750.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K79me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3762	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3762.CEL	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3762CEL;3762_pirrota_1956_Kc11_Input.1750.CEL	H3K79me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3762	H3K79Me1.Kc	3762_pirrota_1979_Kc12_INPUT.1776.CEL.zip	/modencode/data/all_files/dmel-raw-3/3762_pirrota_1979_Kc12_INPUT.1776.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K79me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3762	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3762.CEL	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3762CEL;3762_pirrota_1979_Kc12_INPUT.1776.CEL	H3K79me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3762	H3K79Me1.Kc	3762_pirrota_1986_Kc12_H3K79me1-Ab2886-100.1784.CEL.zip	/modencode/data/all_files/dmel-raw-3/3762_pirrota_1986_Kc12_H3K79me1-Ab2886-100.1784.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K79me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3762	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3762.CEL	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3762CEL;3762_pirrota_1986_Kc12_H3K79me1-Ab2886-100.1784.CEL	H3K79me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3762	H3K79Me1.Kc	3762_repset.15303262.smoothedM.clusters.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/3762_repset.15303262.smoothedM.clusters.gff3.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K79me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3762	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3762.gff3	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3762gff3;3762_repset.15303262.smoothedM.clusters.gff3	H3K79me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3762	H3K79Me1.Kc	3762_repset.15303262.smoothedM.wig.gz	/modencode/data/all_files/dmel-signal-3/3762_repset.15303262.smoothedM.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K79me1	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3762	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3762.wiggle	H3K79me1;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3762wiggle;3762_repset.15303262.smoothedM.wiggle	H3K79me1		S2-DRSC	late Embryo	embryo		Gary Karpen
3763	H3K79Me2 AbCam.Kc	3763_1774.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3763_1774.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K79me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3763	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3763.wiggle	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3763wiggle;3763_1774.Mvalues.wiggle	H3K79me2		S2-DRSC	late Embryo	embryo		Gary Karpen
3763	H3K79Me2 AbCam.Kc	3763_1877.Mvalues.wig.gz	/modencode/data/all_files/dmel-signal-3/3763_1877.Mvalues.wig.gz	Dmel_r5.32	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K79me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all			Dmel_r5.32	modENCODE_3763	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;Dmel_r5.32;modENCODE_3763.wiggle	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;Dmel_r532;modENCODE_3763wiggle;3763_1877.Mvalues.wiggle	H3K79me2		S2-DRSC	late Embryo	embryo		Gary Karpen
3763	H3K79Me2 AbCam.Kc	3763_2040_Kc12_H3K79me2-ab3594-25.1877.CEL.zip	/modencode/data/all_files/dmel-raw-3/3763_2040_Kc12_H3K79me2-ab3594-25.1877.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K79me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3763	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3763.CEL	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3763CEL;3763_2040_Kc12_H3K79me2-ab3594-25.1877.CEL	H3K79me2		S2-DRSC	late Embryo	embryo		Gary Karpen
3763	H3K79Me2 AbCam.Kc	3763_2042.Kc11_H3K79Me2-ab3594.1774.CEL.zip	/modencode/data/all_files/dmel-raw-3/3763_2042.Kc11_H3K79Me2-ab3594.1774.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K79me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	ChIP		Dmel_r5.32	modENCODE_3763	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r5.32;modENCODE_3763.CEL	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;ChIP;Dmel_r532;modENCODE_3763CEL;3763_2042.Kc11_H3K79Me2-ab3594.1774.CEL	H3K79me2		S2-DRSC	late Embryo	embryo		Gary Karpen
3763	H3K79Me2 AbCam.Kc	3763_pirrota_1956_Kc11_Input.1750.CEL.zip	/modencode/data/all_files/dmel-raw-3/3763_pirrota_1956_Kc11_Input.1750.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K79me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3763	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3763.CEL	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3763CEL;3763_pirrota_1956_Kc11_Input.1750.CEL	H3K79me2		S2-DRSC	late Embryo	embryo		Gary Karpen
3763	H3K79Me2 AbCam.Kc	3763_pirrota_1979_Kc12_INPUT.1776.CEL.zip	/modencode/data/all_files/dmel-raw-3/3763_pirrota_1979_Kc12_INPUT.1776.CEL.zip	Dmel_r5.32	Histone-Modification	ChIP-chip	raw-arrayfile_CEL	H3K79me2	Cell-Line_S2-DRSC;Tissue_embryo-derived cell-line;Developmental-Stage_late embryonic stage	ChIP-chip	all	input		Dmel_r5.32	modENCODE_3763	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late Embryo;ChIP-chip;Rep-1;input;Dmel_r5.32;modENCODE_3763.CEL	H3K79me2;Cell-Line_S2-DRSC;Tissue_embryo;Developmental-Stage_late-Embryo;ChIP-chip;Rep-1;input;Dmel_r532;modENCODE_3763CEL;3763_pirrota_1979_Kc12_INPUT.1776.CEL	H3K79me2		S2-DRSC	late Embryo	embryo		Gary Karpen
